epoch,lr-SGD/pg1,lr-SGD/pg2,step,train_acc,train_loss,val_acc,val_loss
21,,,1143,,,0.9511400461196899,0.21488964557647705
21,,,1143,0.9923675656318665,0.06033981963992119,,
,0.001,0.1,1144,,,,
22,,,1195,,,0.9535830616950989,0.21024444699287415
22,,,1195,0.9937413930892944,0.056661348789930344,,
,0.001,0.1,1196,,,,
23,,,1247,,,0.9454397559165955,0.2110871821641922
23,,,1247,0.9929781556129456,0.05826815962791443,,
,0.001,0.1,1248,,,,
24,,,1299,,,0.9511400461196899,0.20958256721496582
24,,,1299,0.9937413930892944,0.05647042766213417,,
,0.001,0.1,1300,,,,
25,,,1351,,,0.9519544243812561,0.2045363485813141
25,,,1351,0.9934360980987549,0.05118264630436897,,
,0.001,0.1,1352,,,,
26,,,1403,,,0.9503257274627686,0.21073071658611298
26,,,1403,0.9941993355751038,0.05089806392788887,,
,0.001,0.1,1404,,,,
27,,,1455,,,0.9511400461196899,0.2094741016626358
27,,,1455,0.9955732226371765,0.04858533665537834,,
,0.001,0.1,1456,,,,
28,,,1507,,,0.9511400461196899,0.2048446387052536
28,,,1507,0.9948099255561829,0.049531642347574234,,
,0.001,0.1,1508,,,,
29,,,1559,,,0.9543973803520203,0.20317116379737854
29,,,1559,0.9954205751419067,0.04530981928110123,,
,0.001,0.1,1560,,,,
30,,,1611,,,0.9535830616950989,0.20560231804847717
30,,,1611,0.9945046305656433,0.04707086458802223,,
,0.001,0.1,1612,,,,
31,,,1663,,,0.9503257274627686,0.20373737812042236
31,,,1663,0.9955732226371765,0.04464373737573624,,
,0.001,0.1,1664,,,,
32,,,1715,,,0.9552116990089417,0.20076489448547363
32,,,1715,0.9961838126182556,0.04262353107333183,,
,0.001,0.1,1716,,,,
33,,,1767,,,0.9535830616950989,0.19846650958061218
33,,,1767,0.9960311651229858,0.042125750333070755,,
,0.001,0.1,1768,,,,
34,,,1819,,,0.9535830616950989,0.20332148671150208
34,,,1819,0.9958785176277161,0.04133668914437294,,
,0.001,0.1,1820,,,,
35,,,1871,,,0.9543973803520203,0.20331719517707825
35,,,1871,0.9955732226371765,0.04388691112399101,,
,0.001,0.1,1872,,,,
36,,,1923,,,0.9560260772705078,0.19761884212493896
36,,,1923,0.9960311651229858,0.04101527854800224,,
,0.001,0.1,1924,,,,
37,,,1975,,,0.9495114088058472,0.19671249389648438
37,,,1975,0.9966417551040649,0.03720863163471222,,
,0.001,0.1,1976,,,,
38,,,2027,,,0.9560260772705078,0.1999550312757492
38,,,2027,0.9955732226371765,0.039165228605270386,,
,0.001,0.1,2028,,,,
39,,,2079,,,0.9568403959274292,0.1948338896036148
39,,,2079,0.9946572780609131,0.041674744337797165,,
,0.001,0.1,2080,,,,
40,,,2131,,,0.9519544243812561,0.19339005649089813
40,,,2131,0.997252345085144,0.037847910076379776,,
,0.001,0.1,2132,,,,
41,,,2183,,,0.9560260772705078,0.18693657219409943
41,,,2183,0.9946572780609131,0.03829459846019745,,
,0.001,0.1,2184,,,,
42,,,2235,,,0.9568403959274292,0.18343229591846466
42,,,2235,0.9964891076087952,0.034431781619787216,,
,0.001,0.1,2236,,,,
43,,,2287,,,0.9527687430381775,0.18485161662101746
43,,,2287,0.9967944025993347,0.03305903077125549,,
,0.001,0.1,2288,,,,
44,,,2339,,,0.9568403959274292,0.1807214468717575
44,,,2339,0.9967944025993347,0.03232289105653763,,
,0.001,0.1,2340,,,,
45,,,2391,,,0.9568403959274292,0.178001269698143
45,,,2391,0.9969470500946045,0.03044445440173149,,
,0.001,0.1,2392,,,,
46,,,2443,,,0.9609120488166809,0.17284110188484192
46,,,2443,0.9974049925804138,0.02577214688062668,,
,0.001,0.1,2444,,,,
47,,,2495,,,0.9576547145843506,0.17700700461864471
47,,,2495,0.9975576400756836,0.02684679999947548,,
,0.001,0.1,2496,,,,
48,,,2547,,,0.9592834115028381,0.17783606052398682
48,,,2547,0.9974049925804138,0.026026073843240738,,
,0.001,0.1,2548,,,,
49,,,2599,,,0.9633550643920898,0.1686975508928299
49,,,2599,0.9974049925804138,0.02547399140894413,,
,0.001,0.1,2600,,,,
50,,,2651,,,0.9600977301597595,0.16794948279857635
50,,,2651,0.9967944025993347,0.027196934446692467,,
,0.001,0.1,2652,,,,
51,,,2703,,,0.9625407457351685,0.16360580921173096
51,,,2703,0.9975576400756836,0.023364946246147156,,
,0.001,0.1,2704,,,,
52,,,2755,,,0.9633550643920898,0.16355352103710175
52,,,2755,0.9983208775520325,0.021642085164785385,,
,0.001,0.1,2756,,,,
53,,,2807,,,0.9633550643920898,0.16543081402778625
53,,,2807,0.9966417551040649,0.024505160748958588,,
,0.001,0.1,2808,,,,
54,,,2859,,,0.9609120488166809,0.16884706914424896
54,,,2859,0.9975576400756836,0.02379521355032921,,
,0.001,0.1,2860,,,,
55,,,2911,,,0.9633550643920898,0.15750819444656372
55,,,2911,0.998626172542572,0.02043263427913189,,
,0.001,0.1,2912,,,,
56,,,2963,,,0.9633550643920898,0.1546233594417572
56,,,2963,0.9975576400756836,0.02165062539279461,,
,0.001,0.1,2964,,,,
57,,,3015,,,0.9641693830490112,0.154514878988266
57,,,3015,0.9981682300567627,0.02063225582242012,,
,0.001,0.1,3016,,,,
58,,,3067,,,0.9666123986244202,0.15250812470912933
58,,,3067,0.998626172542572,0.019125426188111305,,
,0.001,0.1,3068,,,,
59,,,3119,,,0.9641693830490112,0.1547531932592392
59,,,3119,0.9969470500946045,0.02237880975008011,,
,0.001,0.1,3120,,,,
60,,,3171,,,0.9649837017059326,0.15346170961856842
60,,,3171,0.9984735250473022,0.018944814801216125,,
,0.001,0.1,3172,,,,
61,,,3223,,,0.965798020362854,0.14961695671081543
61,,,3223,0.9978629350662231,0.020427308976650238,,
,0.001,0.1,3224,,,,
62,,,3275,,,0.9682410359382629,0.1469118893146515
62,,,3275,0.9981682300567627,0.019197262823581696,,
,0.001,0.1,3276,,,,
63,,,3327,,,0.965798020362854,0.14331789314746857
63,,,3327,0.998626172542572,0.019057033583521843,,
,0.001,0.1,3328,,,,
64,,,3379,,,0.9666123986244202,0.1458340585231781
64,,,3379,0.9987788200378418,0.017221804708242416,,
,0.001,0.1,3380,,,,
65,,,3431,,,0.9690553545951843,0.14530333876609802
65,,,3431,0.9987788200378418,0.017033394426107407,,
,0.001,0.1,3432,,,,
66,,,3483,,,0.9674267172813416,0.14410044252872467
66,,,3483,0.9987788200378418,0.018078111112117767,,
,0.001,0.1,3484,,,,
67,,,3535,,,0.9706840515136719,0.14123210310935974
67,,,3535,0.9990841150283813,0.01578659564256668,,
,0.001,0.1,3536,,,,
68,,,3587,,,0.9649837017059326,0.1485995352268219
68,,,3587,0.9984735250473022,0.016174042597413063,,
,0.001,0.1,3588,,,,
69,,,3639,,,0.9698697328567505,0.1431063860654831
69,,,3639,0.9990841150283813,0.015576916746795177,,
,0.001,0.1,3640,,,,
70,,,3691,,,0.9682410359382629,0.14513662457466125
70,,,3691,0.9984735250473022,0.016435103490948677,,
,0.001,0.1,3692,,,,
71,,,3743,,,0.9633550643920898,0.14614617824554443
71,,,3743,0.9978629350662231,0.017371762543916702,,
,0.001,0.1,3744,,,,
72,,,3795,,,0.9674267172813416,0.1433408409357071
72,,,3795,0.9992367625236511,0.016544178128242493,,
,0.001,0.1,3796,,,,
73,,,3847,,,0.965798020362854,0.1440405249595642
73,,,3847,0.9987788200378418,0.01569463312625885,,
,0.001,0.1,3848,,,,
74,,,3899,,,0.9666123986244202,0.14330662786960602
74,,,3899,0.9987788200378418,0.015956338495016098,,
,0.001,0.1,3900,,,,
75,,,3951,,,0.9666123986244202,0.13982601463794708
75,,,3951,0.9983208775520325,0.01629648543894291,,
,0.001,0.1,3952,,,,
76,,,4003,,,0.9641693830490112,0.1452869325876236
76,,,4003,0.9990841150283813,0.016984855756163597,,
,0.001,0.1,4004,,,,
77,,,4055,,,0.9633550643920898,0.13998007774353027
77,,,4055,0.9990841150283813,0.013933205045759678,,
,0.001,0.1,4056,,,,
78,,,4107,,,0.9649837017059326,0.14248377084732056
78,,,4107,0.9989314675331116,0.0147395683452487,,
,0.001,0.1,4108,,,,
79,,,4159,,,0.9641693830490112,0.14180341362953186
79,,,4159,0.9989314675331116,0.01460728608071804,,
