epoch,lr-SGD/pg1,lr-SGD/pg2,step,train_acc,train_loss,val_acc,val_loss
,0.001,0.1,2340,,,,
45,,,2391,,,0.9503257274627686,0.20151235163211823
45,,,2391,0.9941993355751038,0.039790090173482895,,
,0.001,0.1,2392,,,,
46,,,2443,,,0.9519544243812561,0.19443704187870026
46,,,2443,0.9955732226371765,0.034304726868867874,,
,0.001,0.1,2444,,,,
47,,,2495,,,0.9560260772705078,0.1908780336380005
47,,,2495,0.9961838126182556,0.032123155891895294,,
,0.001,0.1,2496,,,,
48,,,2547,,,0.9535830616950989,0.1936815232038498
48,,,2547,0.9938940405845642,0.034867286682128906,,
,0.001,0.1,2548,,,,
49,,,2599,,,0.9503257274627686,0.19158782064914703
49,,,2599,0.9969470500946045,0.031160904094576836,,
,0.001,0.1,2600,,,,
50,,,2651,,,0.9543973803520203,0.18149009346961975
50,,,2651,0.9960311651229858,0.03243757784366608,,
,0.001,0.1,2652,,,,
51,,,2703,,,0.9560260772705078,0.17768563330173492
51,,,2703,0.994046688079834,0.03340184688568115,,
,0.001,0.1,2704,,,,
52,,,2755,,,0.9511400461196899,0.1798681765794754
52,,,2755,0.9963364601135254,0.028351685032248497,,
,0.001,0.1,2756,,,,
53,,,2807,,,0.9543973803520203,0.17755530774593353
53,,,2807,0.9961838126182556,0.02864260971546173,,
,0.001,0.1,2808,,,,
54,,,2859,,,0.9568403959274292,0.17819736897945404
54,,,2859,0.995267927646637,0.029311759397387505,,
,0.001,0.1,2860,,,,
55,,,2911,,,0.9568403959274292,0.1729624718427658
55,,,2911,0.9970996975898743,0.026180734857916832,,
,0.001,0.1,2912,,,,
56,,,2963,,,0.9609120488166809,0.17183862626552582
56,,,2963,0.9966417551040649,0.027239864692091942,,
,0.001,0.1,2964,,,,
57,,,3015,,,0.9568403959274292,0.16671986877918243
57,,,3015,0.9961838126182556,0.02999945729970932,,
,0.001,0.1,3016,,,,
58,,,3067,,,0.9560260772705078,0.16836906969547272
58,,,3067,0.9970996975898743,0.024329334497451782,,
,0.001,0.1,3068,,,,
59,,,3119,,,0.9568403959274292,0.16885624825954437
59,,,3119,0.9957258701324463,0.027397582307457924,,
,0.001,0.1,3120,,,,
60,,,3171,,,0.9600977301597595,0.16430865228176117
60,,,3171,0.9977102875709534,0.02432197332382202,,
,0.001,0.1,3172,,,,
61,,,3223,,,0.9592834115028381,0.16191965341567993
61,,,3223,0.9970996975898743,0.025332611054182053,,
,0.001,0.1,3224,,,,
62,,,3275,,,0.9609120488166809,0.16424022614955902
62,,,3275,0.9969470500946045,0.02431895211338997,,
,0.001,0.1,3276,,,,
63,,,3327,,,0.958469033241272,0.15719424188137054
63,,,3327,0.9957258701324463,0.02639848366379738,,
,0.001,0.1,3328,,,,
64,,,3379,,,0.9568403959274292,0.16425161063671112
64,,,3379,0.9981682300567627,0.019820300862193108,,
,0.001,0.1,3380,,,,
65,,,3431,,,0.958469033241272,0.16397523880004883
65,,,3431,0.9977102875709534,0.021363960579037666,,
,0.001,0.1,3432,,,,
66,,,3483,,,0.958469033241272,0.16021963953971863
66,,,3483,0.9970996975898743,0.022257208824157715,,
,0.001,0.1,3484,,,,
67,,,3535,,,0.9592834115028381,0.16373568773269653
67,,,3535,0.9974049925804138,0.02086576633155346,,
,0.001,0.1,3536,,,,
68,,,3587,,,0.9592834115028381,0.16305877268314362
68,,,3587,0.9975576400756836,0.021981246769428253,,
,0.001,0.1,3588,,,,
69,,,3639,,,0.9576547145843506,0.16746875643730164
69,,,3639,0.9975576400756836,0.020342133939266205,,
,0.001,0.1,3640,,,,
70,,,3691,,,0.9617263674736023,0.16571079194545746
70,,,3691,0.9981682300567627,0.020206429064273834,,
,0.001,0.1,3692,,,,
71,,,3743,,,0.9617263674736023,0.15588125586509705
71,,,3743,0.9983208775520325,0.018701564520597458,,
,0.001,0.1,3744,,,,
72,,,3795,,,0.9625407457351685,0.1547384113073349
72,,,3795,0.9974049925804138,0.022625306621193886,,
,0.001,0.1,3796,,,,
73,,,3847,,,0.9649837017059326,0.15023499727249146
73,,,3847,0.9975576400756836,0.02056862786412239,,
,0.001,0.1,3848,,,,
74,,,3899,,,0.9609120488166809,0.15323276817798615
74,,,3899,0.997252345085144,0.01951855979859829,,
,0.001,0.1,3900,,,,
75,,,3951,,,0.9649837017059326,0.15005429089069366
75,,,3951,0.9963364601135254,0.02186080627143383,,
,0.001,0.1,3952,,,,
76,,,4003,,,0.9592834115028381,0.15495823323726654
76,,,4003,0.9974049925804138,0.021089820191264153,,
,0.001,0.1,4004,,,,
77,,,4055,,,0.965798020362854,0.1448601335287094
77,,,4055,0.9990841150283813,0.017475327476859093,,
,0.001,0.1,4056,,,,
78,,,4107,,,0.9625407457351685,0.152861088514328
78,,,4107,0.9966417551040649,0.02008594013750553,,
,0.001,0.1,4108,,,,
79,,,4159,,,0.9641693830490112,0.14980119466781616
79,,,4159,0.9978629350662231,0.018969345837831497,,
